Campaign,Labels,Budget,Budget type,Standard conversion goals,Campaign Type,Networks,Location and language targeting,Languages,Bid Strategy Type,Bid Strategy Name,Enhanced CPC,Desktop Bid Modifier,Mobile Bid Modifier,Tablet Bid Modifier,TV Screen Bid Modifier,Start Date,End Date,Ad Schedule,Ad rotation,Targeting method,Exclusion method,Audience targeting,Flexible Reach,Text asset automation,Final URL expansion,Ad Group,Max CPC,Max CPM,Target CPA,Max CPV,Target CPV,Percent CPC,Target CPM,Target ROAS,Display Network Custom Bid Type,Optimized targeting,Ad Group Type,Keyword,Criterion Type,First page bid,Top of page bid,First position bid,Quality score,Landing page experience,Expected CTR,Ad relevance,Campaign Status,Ad Group Status,Status,Approval Status,Ad strength,Comment,Clicks,Cost,Impressions,All video ad seq impr,CTR,Interactions,Interaction Rate,Engagements,Engagement Rate,Invalid Clicks,Invalid Click Rate,Invalid Interactions,Invalid Interaction Rate,Avg CPC,Avg Cost,Avg CPE,Avg CPM,Avg CPV,Avg target CPA,Avg target ROAS,Avg target cost per install,Avg target cost per inapp action,Video Views,Video View Rate,Watch time,Avg watch time per impr,Video played to 25,Video played to 50,Video played to 75,Video played to 100,Coviewed impressions,Absolute top impression rate,Top impression percentage,Viewable impr,Non viewable impr,Measurable impr,Non measurable impr,Measurable cost,Measurable rate,Avg viewable CPM,Viewable CTR,Viewable impr distrib,Non viewable impr distrib,Non measurable impr distrib,Viewable rate,Conversions,Cost per conv,Conv rate,Conv value,Conv value per cost,Conv value per click,Value per conv,Value adjustment,Conversions by conv time,Conv value by conv time,Value per conv by conv time,All conv,Cost per all conv,All conv rate,All conv value,All conv value per cost,All conv value per click,Value per all conv,All value adjustment,All conv by conv time,All conv value by conv time,Value per all conv by conv time,Orders,Avg cart size,Avg order value,Cost of goods sold,Gross profit,Revenue,Crossdevice conv,Crossdevice conv value,Crossdevice conv by conv time,Crossdevice conv value by conv time,View through conv,New customers,Purchase conversions,Purchase value,Store visits,Store visit value,Store visit value per Store visit,View through store visits,Installs,Cost per install,InApp actions,Participated inapp actions,Cost per InApp action,Cost per Participated inapp action,Conversions under current model,Cost per conv under current model,Conv rate under current model,Conv value under current model,Value per conv under current model,Conv value per click under current model,Conv value per cost under current model,Store visits under data driven model,Store visits under last click model,Search Impr share,Search top IS,Search abs top IS,Search lost IS rank,Search lost top IS rank,Search lost abs top IS rank,Search lost IS budget,Search lost top IS budget,Search lost abs top IS budget,Search exact match IS,Display impr share,Display lost IS rank,Display lost IS budget,Click share,Relative CTR,Phone calls,Phone impressions,PTR,Chats,Message impressions,Chat rate,Avg impr freq per user,Unique users,Avg impr freq per user over 7 days,Avg impr freq per user over 30 days,Frequency distribution 1 plus,Frequency distribution 2 plus,Frequency distribution 3 plus,Frequency distribution 4 plus,Frequency distribution 5 plus,Frequency distribution 10 plus,Display Clicks,Display Cost,Display Impressions,Display CTR,Display Interactions,Display Interaction Rate,Display Engagements,Display Engagement Rate,Display Avg CPC,Display Avg Cost,Display Avg CPE,Display Avg CPM,Display Avg CPV,Display Video Views,Display Video View Rate,Display Video played to 25,Display Video played to 50,Display Video played to 75,Display Video played to 100,Display Viewable impr,Display Non viewable impr,Display Measurable impr,Display Non measurable impr,Display Measurable cost,Display Measurable rate,Display Avg viewable CPM,Display Viewable CTR,Display Viewable impr distrib,Display Non viewable impr distrib,Display Non measurable impr distrib,Display Viewable rate,Display Conversions,Display Cost per conv,Display Conv rate,Display Conv value,Display Conv value per cost,Display Conv value per click,Display Value per conv,Display All conv,Display Cost per all conv,Display All conv rate,Display All conv value,Display All conv value per cost,Display All conv value per click,Display Value per all conv,Display Crossdevice conv,Display Crossdevice conv value,Display View through conv,Display Store visits,Display Store visit value,Display Store visit value per Store visit,Display View through store visits
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,prix ibis lyon est chaponnay,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,prix pullman lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,formule 1 hotel lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,ibis hôtel lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,hotel avec spa lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,formule 1 lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,novotel lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,hotel chasse sur rhone,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,hotel pas cher gare de lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,hôtel à rillieux la pape,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,hotel pas cher villeurbanne,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,chambre hote lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,grand hotel dieu lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,la cour des loges lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,hôtel lyon pas cher formule 1,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,hôtel f1 lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,radisson blu hotel lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,ruck hotel lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,hôtel première classe lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,b&b hotel lyon saint exupery,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,gare de lyon hotel pas cher,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,hôtel formule 1 lyon prix,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,ibis budget saint priest,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,chambre d hote lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,bb hotel lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,mihotel,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,hotel jacuzzi privatif lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,holiday lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR | Dormir Lyon,,28.00,Daily,Account-level,Search,Google search;Search Partners,Campaign level,fr,Manual CPC,,Enabled,5,-65,,,12/02/2024,[],[],Optimize for clicks,Location of presence or Area of interest,Location of presence,Audience segments,Audience segments;Genders;Ages;Parental status;Household incomes,Enabled,Disabled,Auberge,0.61,0.01,,,0.01,,0.01,,None,Disabled,Standard,slo hostel lyon,Campaign Negative Exact,,,,,,,,Enabled,,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
